start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens
1748044800,1748131200,2025-05-24T00:00:00+00:00,2025-05-25T00:00:00+00:00,,,,,,,,,,,,,
1748131200,1748217600,2025-05-25T00:00:00+00:00,2025-05-26T00:00:00+00:00,,,,,,,,,,,,,
1748217600,1748304000,2025-05-26T00:00:00+00:00,2025-05-27T00:00:00+00:00,,,,,,,,,,,,,
1748304000,1748390400,2025-05-27T00:00:00+00:00,2025-05-28T00:00:00+00:00,,,,,,,,,,,,,
1748390400,1748476800,2025-05-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,,,,,,,,,,,,,
1748476800,1748563200,2025-05-29T00:00:00+00:00,2025-05-30T00:00:00+00:00,,,,,,,,,,,,,
1748563200,1748649600,2025-05-30T00:00:00+00:00,2025-05-31T00:00:00+00:00,,,,,,,,,,,,,
1748649600,1748736000,2025-05-31T00:00:00+00:00,2025-06-01T00:00:00+00:00,,,,,,,,,,,,,
1748736000,1748822400,2025-06-01T00:00:00+00:00,2025-06-02T00:00:00+00:00,,,,,,,,,,,,,
1748822400,1748908800,2025-06-02T00:00:00+00:00,2025-06-03T00:00:00+00:00,,,,,,,,,,,,,
1748908800,1748995200,2025-06-03T00:00:00+00:00,2025-06-04T00:00:00+00:00,,,,,,,,,,,,,
1748995200,1749081600,2025-06-04T00:00:00+00:00,2025-06-05T00:00:00+00:00,,,,,,,,,,,,,
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,3852.0,131.0,3.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,1024.0,2828.0,0.0,0.0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,205.0,41.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,205.0,0.0,0.0
1749168000,1749254400,2025-06-06T00:00:00+00:00,2025-06-07T00:00:00+00:00,,,,,,,,,,,,,
1749254400,1749340800,2025-06-07T00:00:00+00:00,2025-06-08T00:00:00+00:00,,,,,,,,,,,,,
1749340800,1749427200,2025-06-08T00:00:00+00:00,2025-06-09T00:00:00+00:00,,,,,,,,,,,,,
1749427200,1749513600,2025-06-09T00:00:00+00:00,2025-06-10T00:00:00+00:00,,,,,,,,,,,,,
1749513600,1749600000,2025-06-10T00:00:00+00:00,2025-06-11T00:00:00+00:00,,,,,,,,,,,,,
1749600000,1749686400,2025-06-11T00:00:00+00:00,2025-06-12T00:00:00+00:00,3795.0,394.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,3795.0,0.0,0.0
1749600000,1749686400,2025-06-11T00:00:00+00:00,2025-06-12T00:00:00+00:00,14157.0,317.0,10.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,8448.0,5709.0,0.0,0.0
1749686400,1749772800,2025-06-12T00:00:00+00:00,2025-06-13T00:00:00+00:00,11355.0,1730.0,34.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,11355.0,0.0,0.0
1749686400,1749772800,2025-06-12T00:00:00+00:00,2025-06-13T00:00:00+00:00,103381.0,2385.0,76.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,65664.0,37717.0,0.0,0.0
1749772800,1749859200,2025-06-13T00:00:00+00:00,2025-06-14T00:00:00+00:00,,,,,,,,,,,,,
1749859200,1749945600,2025-06-14T00:00:00+00:00,2025-06-15T00:00:00+00:00,,,,,,,,,,,,,
1749945600,1750032000,2025-06-15T00:00:00+00:00,2025-06-16T00:00:00+00:00,,,,,,,,,,,,,
1750032000,1750118400,2025-06-16T00:00:00+00:00,2025-06-17T00:00:00+00:00,,,,,,,,,,,,,
1750118400,1750204800,2025-06-17T00:00:00+00:00,2025-06-18T00:00:00+00:00,,,,,,,,,,,,,
1750204800,1750291200,2025-06-18T00:00:00+00:00,2025-06-19T00:00:00+00:00,,,,,,,,,,,,,
1750291200,1750377600,2025-06-19T00:00:00+00:00,2025-06-20T00:00:00+00:00,195.0,131.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,195.0,0.0,0.0
1750291200,1750377600,2025-06-19T00:00:00+00:00,2025-06-20T00:00:00+00:00,6551.0,203.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,3072.0,3479.0,0.0,0.0
1750377600,1750464000,2025-06-20T00:00:00+00:00,2025-06-21T00:00:00+00:00,,,,,,,,,,,,,
1750464000,1750550400,2025-06-21T00:00:00+00:00,2025-06-22T00:00:00+00:00,,,,,,,,,,,,,
1750550400,1750636800,2025-06-22T00:00:00+00:00,2025-06-23T00:00:00+00:00,,,,,,,,,,,,,
1750636800,1750723199,2025-06-23T00:00:00+00:00,2025-06-23T23:59:59+00:00,,,,,,,,,,,,,
