start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens
1743724800,1743811200,2025-04-04T00:00:00+00:00,2025-04-05T00:00:00+00:00,,,,,,,,,,,,,
1743811200,1743897600,2025-04-05T00:00:00+00:00,2025-04-06T00:00:00+00:00,,,,,,,,,,,,,
1743897600,1743984000,2025-04-06T00:00:00+00:00,2025-04-07T00:00:00+00:00,,,,,,,,,,,,,
1743984000,1744070400,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,793.0,40.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,793.0,0.0,0.0
1743984000,1744070400,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,1266.0,22.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,1266.0,0.0,0.0
1744070400,1744156800,2025-04-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,13626.0,436.0,10.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6912.0,6714.0,0.0,0.0
1744070400,1744156800,2025-04-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,1481.0,296.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1481.0,0.0,0.0
1744156800,1744243200,2025-04-09T00:00:00+00:00,2025-04-10T00:00:00+00:00,,,,,,,,,,,,,
1744243200,1744329600,2025-04-10T00:00:00+00:00,2025-04-11T00:00:00+00:00,,,,,,,,,,,,,
1744329600,1744416000,2025-04-11T00:00:00+00:00,2025-04-12T00:00:00+00:00,,,,,,,,,,,,,
1744416000,1744502400,2025-04-12T00:00:00+00:00,2025-04-13T00:00:00+00:00,5066.0,85.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,3072.0,1994.0,0.0,0.0
1744416000,1744502400,2025-04-12T00:00:00+00:00,2025-04-13T00:00:00+00:00,6028.0,172.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,1408.0,4620.0,0.0,0.0
